continent,region,superregion2,iso3,Country,year,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total Milk,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,Maternal and neonatal disorders,Mental disorders,Musculoskeletal disorders,Neglected tropical diseases and malaria,Neoplasms,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Sense organ diseases,Skin and subcutaneous diseases,Substance use disorders,GDD1,GDD2,GDD3,GDD4,GDD5,GDD_cluster_5,GBD1,GBD2,GBD3,GBD4,GBD5,GBD_cluster_5,PM25,MeanT,RH,PR,Heat_index,Climate_cluster_5,PHDI_total,trade,gdp,urb,Score_Whole_grains,Score_Whole_fruits,Score_Nonstarchy_vegetables,Score_Nuts_and_seeds,Score_Legumes,Score_Unsat_oils,Score_Fish,Score_Starchy_veg,Score_Dairy,Score_Red_meat,Score_Eggs,Score_Sat_fat,Score_Sugar,Fruits_Q,Non-starchy vegetables_Q,Potatoes_Q,Other starchy vegetables_Q,Beans and legumes_Q,Nuts and seeds_Q,Refined grains_Q,Whole grains_Q,Total processed meats_Q,Unprocessed red meats_Q,Total seafoods_Q,Eggs_Q,Cheese_Q,Yoghurt (including fermented milk)_Q,Sugar-sweetened beverages_Q,Fruit juices_Q,Coffee_Q,Tea_Q,Total Milk_Q,Cardiovascular diseases_Q,Chronic respiratory diseases_Q,Diabetes and kidney diseases_Q,Digestive diseases_Q,Enteric infections_Q,Maternal and neonatal disorders_Q,Mental disorders_Q,Musculoskeletal disorders_Q,Neglected tropical diseases and malaria_Q,Neoplasms_Q,Neurological disorders_Q,Nutritional deficiencies_Q,Other infectious diseases_Q,Other non-communicable diseases_Q,Respiratory infections and tuberculosis_Q,Sense organ diseases_Q,Skin and subcutaneous diseases_Q,Substance use disorders_Q,GDD1_Q,GDD2_Q,GDD3_Q,GDD4_Q,GDD5_Q,GBD1_Q,GBD2_Q,GBD3_Q,GBD4_Q,GBD5_Q,PM25_Q,MeanT_Q,RH_Q,PR_Q,Heat_index_Q,PHDI_total_Q,trade_Q,gdp_Q,urb_Q,Score_Whole_grains_Q,Score_Whole_fruits_Q,Score_Nonstarchy_vegetables_Q,Score_Nuts_and_seeds_Q,Score_Legumes_Q,Score_Unsat_oils_Q,Score_Fish_Q,Score_Starchy_veg_Q,Score_Dairy_Q,Score_Red_meat_Q,Score_Eggs_Q,Score_Sat_fat_Q,Score_Sugar_Q
Europe,Europe & Central Asia,FSU,LTU,Lithuania,2015,65.58351508,100.3344489,66.22317088,47.75953577,43.13617548,8.72314616,21.41173087,14.2340432,38.79137125,137.5197554,26.23346369,31.2186625,29.6706794,104.5242508,51.68289149,36.43595005,2.163146079,0.668371051,607.5794377,13591.6642581522,698.510998411881,1063.215648394,2491.73631845421,32.5378086836122,320.534641588371,2151.27483219367,2856.55962528878,56.213844659536,6997.69558150137,2007.97546483511,213.508018518124,104.91973516651,1656.19393735509,838.437102298911,1205.74430990965,424.145248735509,1112.92927972134,236.9268104512,69.1765963833333,63.3919823695429,49.72121363,14.2340432,1,2151.27483219367,4628.76141990141,460.335012610022,1595.12365843305,743.680448564755,4,11.3,8.32,76.77,664.1,0,2,31.70908322,138.195575009601,83997132844.855,67.23,0.766920431,4.098969693,4.180602038,2.18078654,3.59468129,7.552655123,9.334468109,0,0,0,0,0,0,1,1,3,4,4,3,1,1,3,4,2,4,4,4,1,4,4,3,4,4,2,1,4,1,1,4,4,2,4,4,2,2,2,2,4,1,4,4,4,1,1,1,4,4,1,4,1,1,1,3,2,1,1,4,3,3,1,1,1,3,4,2,4,2,1,2,1,3,2
Europe,Europe & Central Asia,FSU,LTU,Lithuania,2018,69.36158844,130.5037999,55.98955119,44.68684517,26.46735489,9.375177046,22.72888145,14.05288286,44.68830445,144.1367552,29.96045489,47.10855819,29.40477294,104.3895774,48.34024226,32.81596287,2.240620502,0.657763879,631.2197457,12580.1810379414,660.914631065181,1303.94723327661,2245.73747354326,36.3401703925132,295.753023134579,2158.56834526104,2959.23741945786,53.170003474214,6783.41996447073,2152.29336039194,208.242787780722,98.133633007579,1657.57787813736,702.554054731681,1250.53292025649,435.458916407254,1015.08515168288,241.936193338933,78.64453928,66.2698085047429,46.513543715,14.05288286,1,2158.56834526104,4456.79164236688,435.967364379807,1453.32605230422,869.703074841932,4,11.08,8.16,76.92,584.71,0,2,31.31497614,147.202132525221,102878073082.262,67.679,0.757159637,4.335099278,5.437658329,2.343794262,2.205612908,7.548230696,8.687421026,0,0,0,0,0,0,1,2,3,3,3,3,1,1,4,4,2,4,4,4,1,4,4,3,4,4,2,2,4,1,1,4,4,2,4,4,2,1,2,2,4,2,4,4,4,1,1,1,4,4,1,4,2,1,1,3,1,2,1,4,3,3,1,1,2,3,3,2,4,2,1,2,1,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,1990,84.58944612,108.2359983,220.8435662,24.17358197,7.458470575,3.264761198,210.3141396,0.302407433,33.06789022,71.76695976,25.87189825,22.11692198,38.57313285,55.49719744,105.5786802,47.81679975,0.557485058,0.919638612,129.4451987,8246.5002691856,1458.71500401363,890.795592485503,1434.94938823244,59.5061607132428,569.713196214272,2373.07617543216,2461.86730969664,5.89573029283292,6540.77153241943,1722.975327643,89.0453505584619,105.685546482827,1738.18265354892,479.376114586818,640.15063569419,586.623389471644,753.788567550841,106.818818069067,42.31725732,97.8706136749429,64.876131085,0.302407433,1,2373.07617543216,3394.34227369828,435.343536056768,1446.83219612304,738.709490978574,4,17.42,9.43,77.8,883.98,0,2,36.9122356,187.811167101457,11428408565.8394,80.947,0.016293504,5.286840383,4.509833263,0.8161903,0.621539215,7.4400755,9.397239887,0,8.824223551,0,0,0,0,3,2,4,2,1,3,2,1,4,4,3,4,4,4,2,4,4,4,4,4,4,2,3,1,1,4,4,1,4,4,1,1,1,1,3,3,4,4,4,3,2,1,4,4,1,3,2,1,1,3,2,2,1,4,2,4,1,3,2,3,1,1,4,1,4,2,1,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,1995,84.41799862,108.4712082,209.6524921,23.99495363,7.52679759,3.44845146,221.0404073,0.303899575,33.70441707,71.32090238,28.58640656,21.55439644,39.52787525,56.93302687,107.439319,49.12486426,0.477344862,0.882887462,131.511199,7022.16479659099,1399.75188084098,884.202583418199,1332.58101831821,67.8215866055552,421.542852073136,2335.52106117792,2482.14834671443,5.4794767147012,6246.24812835525,1731.83920015586,80.7806334935882,94.6194200343009,1569.6618342845,471.206594090422,631.496321860236,596.370669853001,872.289641896005,102.3508444436,42.19323863,98.4350920845143,65.717136315,0.303899575,1,2335.52106117792,3164.3644059288,387.301771042315,1366.1664495796,740.2866266356,4,16.29,9.41,80.25,1017.2,0,2,36.35671603,189.544445888796,15658413160.9475,82.893,0.0163739,5.276124914,4.519633675,0.862112865,0.627233133,7.527871517,8.925971083,0,8.601394944,0,0,0,0,2,2,4,2,1,3,3,1,4,4,3,4,4,3,2,4,3,4,3,4,4,2,3,1,1,4,4,1,4,4,1,1,1,1,3,3,4,4,4,3,2,1,4,4,1,3,2,1,1,4,3,2,1,4,2,4,1,2,2,3,1,1,4,2,4,2,1,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,2000,86.28391292,94.87806132,121.774464,22.28708588,12.82775423,0.235513828,108.2296149,75.15975018,58.58244855,108.909489,22.93477588,17.46774468,31.21712891,52.75947675,114.0855049,40.60678027,0.695149967,0.639698267,128.6710063,5861.55211669161,1256.040427714,921.847633705084,1301.43386806691,83.0765621274782,379.717973332741,2293.18323180886,2508.33228378763,6.12955497672915,5720.92500752686,1731.07779093383,73.8134620895056,78.4232381662455,1447.79042299907,472.733816313982,633.755983010754,607.10796888761,856.08369921437,93.4158112376,61.65322741,70.8658758162286,68.18629539,75.15975018,1,2293.18323180886,2885.28781352751,363.097861429393,1278.73714789046,764.477801296347,5,14.26,9.79,82.64,1053.53,0,2,44.89528056,272.412326845348,24050728709.2289,84.216,4.049555505,5.392744558,3.953252555,0.058878457,1.068979519,8.459327645,9.907156965,0,9.367619402,0,2.637765958,0,0,2,1,4,2,1,1,1,4,4,4,2,3,4,3,2,4,4,3,3,3,3,1,3,1,1,4,4,1,4,4,1,1,1,1,3,4,4,4,4,1,2,4,4,4,1,3,2,1,1,4,3,2,2,4,2,4,4,2,1,1,1,2,4,2,4,2,2,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,2005,86.3463473,95.97868268,94.97293371,22.82016106,8.584570883,0.294299985,76.74987045,58.27563932,64.90451428,114.518925,23.48330693,14.89649695,37.78974433,57.46509034,119.2813816,42.41385977,1.326657029,0.687608208,155.8653832,5260.06601969554,1189.71219814252,962.529143778162,1188.30258507657,108.609558676771,303.686882956479,2270.61440680431,2577.53271045854,7.17273484816858,5432.22600283917,1789.13958520715,69.9084628148392,72.6858607426889,1396.08662899115,426.279349251954,655.824024148794,613.322979966287,800.897009601875,123.743184447867,64.7733120766667,67.8415640174857,71.05077133,58.27563932,1,2270.61440680431,2752.61422532518,340.632782611722,1189.00739160955,787.926061872225,5,13.53,9.45,79.77,732.62,0,2,43.85180651,284.077476869479,31997220939.5338,86.598,3.139851256,5.396646706,3.999111778,0.073574996,0.715380907,7.95517687,9.81192588,0,7.443989107,0,5.31614901,0,0,2,1,4,1,1,1,1,4,4,4,2,2,4,3,2,4,4,3,4,3,4,1,2,2,1,4,4,1,4,4,1,1,1,1,3,4,4,4,4,1,2,4,4,4,1,3,2,1,1,4,2,2,2,4,2,4,4,2,1,1,1,2,4,2,3,3,3,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,2010,86.33802891,96.58125687,168.3909844,18.83021693,10.98595562,0.45569731,116.365705,48.00230345,77.9114015,101.7177324,28.88014767,16.35777568,39.72456854,59.89256288,117.1145921,43.3593329,2.121975178,0.949806736,122.3151653,4252.66882384014,1143.85187112431,990.068448363722,1105.11765852194,110.808918073746,289.107089220648,2231.97083533876,2612.46957291616,5.06370883005862,5208.69622864053,1841.66027750008,67.5835736331961,69.6347102756521,1391.11545752857,366.997941324061,670.207647225541,619.314582541897,747.288785014093,166.637598585067,65.32896986,84.7164612206857,67.972404515,48.00230345,1,2231.97083533876,2555.49855585609,328.615914126562,1124.48476482313,804.69151545281,5,13.02,8.26,78.95,897.51,0,2,43.278309,293.671876906939,45801210629.9532,88.547,2.586331005,5.396126807,4.024219036,0.113924328,0.915496302,8.669868333,8.874974363,0,8.903385164,0,3.793983667,0,0,2,1,4,1,1,1,1,3,4,4,2,2,4,3,2,4,4,4,3,2,4,1,2,2,1,4,4,1,4,4,1,1,1,1,2,4,4,4,4,1,2,3,4,3,1,3,2,1,1,3,2,1,2,4,2,4,3,2,1,1,1,2,4,2,4,3,3,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,2015,85.49132267,95.10044467,143.3201976,18.29767822,10.17183655,0.197950299,143.960594,30.79249454,88.74195122,97.65980288,32.85706714,27.49445772,40.95114416,56.44459735,127.771652,40.84739717,1.961807854,0.98246037,148.6060238,3850.09087088049,1111.02573707285,1099.68459584198,1052.34355468258,92.8027459062336,256.389867709334,2235.82862336826,2661.49252865032,4.56981871178116,5074.63270886648,1907.00327754397,69.088034410145,63.7751359773554,1394.09483794348,377.15203187299,681.909585544775,625.141975467651,718.949685220349,158.929949254533,71.2987372733333,89.9856631492857,73.03466511,30.79249454,1,2235.82862336826,2482.3464427844,322.553210361617,1081.68464587772,862.413285654816,5,10.39,9.92,78.79,783.25,0,2,36.39726053,351.13197436149,61453765784.1719,90.179,1.65907837,5.343207667,3.962518528,0.049487575,0.847653046,8.650866658,8.184536955,0,7.699911735,0,0,0,0,2,1,4,1,1,1,1,2,4,4,3,4,4,3,2,4,4,4,4,2,3,1,2,1,1,4,4,1,4,4,1,1,1,1,2,4,4,4,4,2,2,2,4,3,1,3,2,1,1,3,2,2,1,4,2,4,2,2,1,1,1,3,3,2,3,3,1,3,2
Europe,Europe & Central Asia,HIC,LUX,Luxembourg,2018,85.93421675,95.35085381,114.8395413,25.11669102,9.871976892,0.109182982,149.6321659,30.67459156,95.29174586,98.01908218,30.04185111,32.84524313,41.01243486,56.49726053,126.996722,39.7711366,1.963371848,1.002426228,136.438113,3713.92903348229,1117.13934826682,1128.87066466459,1006.35414657106,86.7772352252082,294.891772570081,2244.19453323013,2682.43719193936,4.48139376456969,4758.56396872644,1909.19534252378,70.7374162526853,62.8967694264243,1424.84247857369,357.016365164957,685.077600095955,631.210167261796,712.758846027921,152.064349222733,75.3853570566667,91.1982235820571,76.05670651,30.67459156,1,2244.19453323013,2410.32699713262,328.806204425374,1061.74674741894,880.040415963193,5,9.29,10.54,75.42,780.32,0,2,37.48966435,361.865445198668,70910323890.9322,90.981,1.652725838,5.370888547,3.972952242,0.027295746,0.822664741,8.667237915,8.673289738,0,8.302609581,0,0,0,0,2,1,4,2,1,1,1,2,4,4,2,4,4,3,2,4,4,4,3,2,4,1,2,1,1,4,4,1,4,4,1,1,1,1,2,4,4,4,4,2,2,2,4,3,1,3,2,1,1,3,2,2,1,4,2,4,2,2,1,1,1,3,4,2,4,2,2,3,2
Europe,Europe & Central Asia,FSU,LVA,Latvia,1990,44.06719659,151.2282971,128.3385514,71.73007785,9.734536736,1.647300605,2.362242384,72.69216247,49.74295959,229.2256112,36.8968871,25.0858058,21.83247243,81.88473662,47.58674305,25.92625824,0.600649081,0.454705005,196.778243,14832.647988115,944.681858141623,664.31848453114,1196.00330540392,51.3866905204387,902.017611434082,2031.57788287844,2219.6192686355,60.6761921191244,5773.16087044364,1589.33655407418,325.366839261672,303.870777858145,2253.41058794253,779.530008347841,934.116946633576,365.896709203063,1037.55811527795,102.5022394168,101.351458863333,52.4645365498571,59.65841045,72.69216247,1,2031.57788287844,4397.73995719664,668.036958211976,1070.34258177277,515.107596867102,4,27.69,7.44,80.45,938.79,0,2,36.35477218,,19835011572.6008,69.25,3.916603581,2.754199787,6.301179046,0.411825151,0.811211395,9.701346496,7.483179323,0,4.975227398,0,0,0,0,1,4,4,4,1,2,1,4,4,4,3,4,4,4,1,3,4,1,4,4,2,1,2,1,1,4,4,1,4,4,1,2,2,1,4,1,4,4,4,1,2,4,4,4,1,2,1,3,1,4,2,2,1,,2,4,4,1,4,2,1,4,3,1,3,2,1,3,2
Europe,Europe & Central Asia,FSU,LVA,Latvia,1995,53.62698338,114.0008774,107.4320303,55.31311874,9.913189429,3.624891629,15.08609643,84.11400805,43.46940791,216.32914,35.22036681,18.84215554,17.31739243,79.58868993,41.56225521,24.06061093,0.973782099,0.45221856,210.5664773,18692.535603678,904.780166618068,877.088842144137,1656.71950009706,50.4947048156227,604.253550340678,2048.72830217651,2306.51773509712,59.2952680832832,6549.64652936057,1718.22991602299,304.898633135506,299.067586350169,2011.1653949322,1300.24115833245,946.484946698874,374.85992826594,1689.72480257172,116.4617108172,92.8802344833333,50.3034738408572,48.437686975,84.11400805,1,2048.72830217651,5317.18992223821,661.345185141416,1280.74983335756,625.974385205039,4,25.86,6.62,78.47,735.92,0,2,39.25599279,76.2500012714636,13274046169.9966,68.75,4.532004744,3.351686461,4.750036558,0.906222907,0.826099119,9.866462457,7.774241873,0,4.626372017,0,1.206087979,0,1.416778675,1,2,4,3,1,3,1,4,4,4,3,3,3,4,1,3,4,1,4,4,2,2,4,1,1,4,4,1,4,4,1,2,2,2,4,1,4,4,4,1,1,4,4,4,1,3,1,3,1,3,2,2,1,3,2,3,4,1,2,3,1,4,3,2,2,2,2,3,3
Europe,Europe & Central Asia,FSU,LVA,Latvia,2000,63.4452244,122.0021827,111.3516706,41.17844529,10.12277237,5.397460117,33.98718432,72.36683258,24.93361032,83.95322273,27.25525542,20.02542047,21.35341065,86.36325852,44.65170466,22.06945602,2.28455553,0.825772147,169.7446141,15193.9826678274,634.873080511433,858.937864861188,1561.477224042,30.9100990671245,537.520571446228,2062.65798178828,2421.46220660804,60.3420057717713,6108.79265849727,1707.53849526922,280.987026333294,211.22674858791,1857.66180700636,1024.71091761568,1006.06087029246,371.063361622013,1383.23333478807,170.066970882333,42.9707511733333,68.9322983066572,42.915074975,72.36683258,1,2062.65798178828,4636.84503888041,571.908453689767,1098.17515227672,615.000613241601,4,22.5,7.55,79.14,704.43,0,2,40.13784286,83.6121321100556,18563678944.5969,68.067,3.899075031,3.965326525,5.083424279,1.349365029,0.843564364,9.713078082,9.157073712,0,6.126935837,0,0,0,0,1,2,4,3,1,3,1,4,3,4,3,3,3,4,1,3,4,4,4,4,1,1,3,1,1,4,4,1,4,4,1,2,2,2,4,1,4,4,4,1,1,4,4,4,1,2,1,2,1,3,2,2,1,3,2,3,4,1,2,3,1,4,4,2,3,3,1,3,2
Europe,Europe & Central Asia,FSU,LVA,Latvia,2005,63.74559547,252.1367755,115.447465,40.90210709,10.19871403,6.802353743,28.225954,81.85514161,45.49135281,157.0280139,27.77634907,31.22647336,27.03386899,95.81145272,45.80633217,22.25090515,2.347973947,0.738056522,162.5244647,16963.600286729,613.987414988816,939.293893645638,1837.28796406702,24.9995419821593,499.192443738121,2051.46510364301,2569.23115920716,58.1891695821091,6636.36113050543,1801.37795087306,250.973650645924,177.372860743352,1813.96375700477,1121.58391407047,1077.18526418426,385.64571601558,1337.27990024407,174.917934269933,77.9152800233333,83.6856031260857,43.35421963,81.85514161,1,2051.46510364301,5064.1726152905,563.753619680987,1225.63768952792,662.469804830609,4,18.11,6.35,78.67,678.65,0,2,45.00154856,104.517156602918,29874286352.6923,68,4.410298578,3.984099717,10,1.700588436,0.849892836,9.258552246,9.066606064,0,5.73151068,0,0,0,0,1,4,4,3,1,3,1,4,4,4,2,4,4,4,1,3,4,4,4,4,1,1,4,1,1,4,4,2,4,4,1,2,2,2,4,1,4,4,4,1,1,4,4,4,2,3,1,2,1,3,2,2,2,4,2,3,4,1,4,3,1,3,4,2,3,3,1,3,2
Europe,Europe & Central Asia,FSU,LVA,Latvia,2010,57.91803746,248.0905896,104.0132643,49.87140364,10.12029735,7.691816905,29.38817375,81.30684086,54.21676835,175.3387935,38.50150206,31.54566446,39.08405378,108.7090066,42.09978015,23.10369375,2.405920174,0.680240068,189.7802994,15303.2936486879,559.383849580204,1153.01723672104,1848.60149019816,24.4361245106283,458.26945307368,2016.10308108032,2717.88378377792,54.6249245493323,6887.19128350956,1901.21863351012,227.509306246228,143.499497339653,1627.98543040837,814.169781877398,1146.74359106042,392.817563071872,1116.11292576901,184.431636708867,87.0337421033334,81.8854953239143,45.985591895,81.30684086,1,2016.10308108032,4845.40731105249,478.642074000756,1203.99266988918,772.917399896456,4,17.71,5.66,81.87,862.56,0,2,40.10658651,110.86235386272,36378873545.9447,67.841,4.380756512,3.619877341,10,1.922954226,0.843358113,9.013707968,7.204600337,0,3.121332011,0,0,0,0,1,4,4,4,1,3,1,4,4,4,3,4,4,4,1,3,4,3,4,4,1,2,4,1,1,3,4,2,4,4,2,2,2,2,4,1,4,4,4,1,1,4,3,4,1,3,1,2,1,4,2,1,1,4,2,3,4,1,4,3,1,3,3,2,1,3,1,3,2
Europe,Europe & Central Asia,FSU,LVA,Latvia,2015,55.77791296,302.9225442,107.4449057,49.15038999,10.03139353,6.54611198,27.30266245,71.97806299,52.62240887,173.2187046,33.74858459,30.58517468,37.77729768,98.41757387,42.54588242,21.17291326,2.100402754,0.625797867,153.9454204,14143.2601733547,568.868656339562,1420.54791873496,1820.7876845604,25.2880318940198,382.795336859908,2014.71423121091,2864.55708869829,51.9751014414297,6877.70228625217,2058.21363254227,214.97978663956,117.508598468637,1638.30786087081,720.394981596803,1244.65521752672,412.26130138414,1085.16277160204,163.190927612867,85.4754293833334,86.1845829465143,45.848136205,71.97806299,1,2014.71423121091,4712.25852832937,450.178528253024,1194.82817044998,916.40461005955,4,13.66,7.76,78.78,682.21,0,2,42.15226263,126.380014406006,47733302374.5768,67.98,3.878128394,3.48611956,10,1.636527995,0.835949461,8.792792197,8.02975962,0,5.492985403,0,0,0,0,1,4,4,4,1,3,1,4,4,4,3,4,4,4,1,3,4,2,4,4,1,2,4,1,1,3,4,2,4,4,2,2,2,2,4,1,4,4,4,2,1,4,3,4,1,3,2,1,1,3,2,2,2,4,2,3,4,1,4,3,1,3,3,2,3,3,1,3,2
Europe,Europe & Central Asia,FSU,LVA,Latvia,2018,59.10109465,233.3223578,102.5795981,52.11684961,9.97394437,6.767210855,35.02668578,71.99656278,59.72484511,203.228214,34.99258706,30.82222632,37.62494661,98.23293054,42.26261942,20.12488519,2.330798156,0.536089398,154.0063562,14087.3870845476,615.661916263471,1743.71730960321,1885.35882846935,21.4127606384141,340.87960612882,2025.3182221433,2943.71399517683,49.5840558788918,7093.84306969721,2210.9384398944,215.14080415291,112.443766745353,1701.10877191515,689.496328157195,1281.03434319356,433.634468630105,1028.47066461063,172.404277443467,97.9250951433333,74.6017902716286,47.189734515,71.99656278,1,2025.3182221433,4774.23126618671,447.152299088105,1250.51037236641,1088.67588911666,4,14.21,7.59,77.53,558.66,0,2,41.94409266,128.234095559822,57464098005.6375,68.142,3.87912515,3.693818416,9.721764908,1.691802714,0.831162031,8.80584414,7.813786969,0,5.506788333,0,0,0,0,1,4,4,4,1,2,1,4,4,4,3,4,4,4,1,3,4,2,4,4,1,3,4,1,1,3,4,1,4,4,2,2,2,2,4,2,4,4,4,1,1,4,3,4,1,4,3,1,1,3,1,2,2,4,2,3,4,1,4,2,1,3,3,2,3,2,2,3,2
Africa,Middle East & North Africa,MENA,MAR,Morocco,1990,54.3409915,143.893489,33.01424732,53.49276208,72.71077638,4.32104203,305.5373083,20.73892501,14.17016891,20.01362281,8.727866096,21.78680678,3.573861368,43.95664233,174.1526224,25.24599354,0.330662968,0.810023459,101.399023,6890.2811663534,704.165178595477,785.519152521401,787.342584332023,4202.98346833802,7316.56247263937,2099.79801765664,1485.94150418919,116.658675530818,975.589776088566,1143.67561767445,805.384796448082,2786.64047018957,3537.78104157157,4957.01644528369,622.792640571688,379.993962245265,175.001614689177,49.2351079034,18.6568661666667,115.092247452457,113.82269224,20.73892501,2,2099.79801765664,1882.21371992775,3389.00391000016,745.75388146375,582.756557383333,5,20.51,18.33,53.63,269.02,0.38,1,37.28665239,54.6266874206198,68185140642.5349,48.391,1.117398977,3.396311969,5.995562042,1.080260508,6.059231365,8.295042399,3.896368793,0,7.446476335,0,0,0,0,1,3,3,3,4,3,3,2,2,1,1,3,2,3,3,3,3,4,3,3,1,2,1,3,3,4,3,2,1,3,2,3,3,3,3,1,2,3,2,3,3,2,4,3,3,1,1,2,2,1,1,3,1,2,3,2,2,1,3,3,4,2,2,2,3,2,1,3,2
Africa,Middle East & North Africa,MENA,MAR,Morocco,1995,53.6570755,126.3758613,26.93115574,37.12759944,26.05045281,2.770646916,162.7312408,23.10242923,15.69916768,17.68115943,9.028035665,22.7566246,3.18954261,43.58477266,196.8693324,26.36398625,0.293125437,0.900391204,101.1420247,6784.22711084567,679.000697530673,868.588217570133,757.199073068865,2625.00459465253,6053.74230711724,2151.56454741258,1590.41184770222,101.575489110387,988.886269448198,1154.50166411219,720.075292040753,1944.57795247258,3061.64952965403,3672.36236053077,632.214648354126,381.42621172962,186.395780169913,46.5695580919333,18.7123172366667,88.6910980311714,116.99846592,23.10242923,2,2151.56454741258,1889.43955343872,2596.99821793976,718.099885299769,625.007214649877,5,21.83,18.47,51.82,272.46,0.64,1,36.96112701,51.7150253841236,83884051841.4101,51.692,1.244742954,3.353567219,5.265660888,0.692661729,2.170871068,8.822121882,4.030373065,3.985311205,7.395816999,0,0,0,0,1,3,2,3,3,3,2,2,2,1,1,4,2,3,4,3,3,4,3,3,1,1,1,3,3,4,3,2,1,3,3,3,3,3,3,1,2,3,2,2,3,2,4,3,3,1,1,2,2,1,1,3,1,2,3,3,2,1,3,3,3,3,2,3,3,3,1,3,2
Africa,Middle East & North Africa,MENA,MAR,Morocco,2000,73.57066297,146.9878676,36.65466518,37.83312562,28.56858384,5.572551877,239.8983891,20.84602452,17.23536745,18.76771704,9.888373807,26.15907803,6.083909056,51.63972414,212.0573776,25.102127,0.427658068,0.934473305,102.1765511,6685.90947484727,663.068826543485,979.156393184013,730.281838686722,1756.97705077425,5193.98623874537,2187.13065787659,1691.26898789214,92.3288190612062,1003.34536856477,1177.27090561633,664.024188710561,1372.18155873349,2773.1456154073,2821.56172522449,648.327043457776,381.915300295075,197.75252056822,55.9593581697333,20.72072084,107.686272424,124.94525161,20.84602452,2,2187.13065787659,1900.64571682442,2096.31502809381,696.675332615104,680.535846739544,5,26.28,18.45,49.11,222.66,0.5,1,37.39957337,53.4403058388785,112779237887.046,53.335,1.123169425,4.598166436,6.124494483,1.393137969,2.38071532,7.992375629,4.414452592,1.3780523,7.995009215,0,0,0,0,2,3,3,3,3,3,3,2,2,1,1,4,2,3,3,3,3,4,3,4,1,2,1,3,3,4,3,2,1,3,3,3,3,3,3,1,2,3,2,3,3,2,4,3,3,1,1,3,2,1,1,3,1,2,3,3,2,2,3,3,3,2,2,3,3,3,1,3,2
Africa,Middle East & North Africa,MENA,MAR,Morocco,2005,74.78043338,171.0971973,57.57701692,36.29750202,38.55236843,6.820082562,244.8113026,22.58496682,16.36051066,18.00470962,19.09742636,24.28970796,5.260277655,50.321801,206.3573642,25.62145159,0.310991205,1.011734544,111.1561502,6862.49090761593,686.161466305378,1216.81128340402,739.772718816986,1223.53203067888,4282.1313199438,2218.67876812836,1806.50762229883,88.8904746768138,1097.2665468149,1208.61514711984,619.771839507551,953.620288859048,2566.69668433025,2235.06875891418,676.889587849711,385.068292880059,207.524499616448,55.4848584765,19.5516427466667,117.869940995886,121.32743311,22.58496682,2,2218.67876812836,1976.54905188594,1709.95877098722,712.967092561182,800.93978814204,5,26.47,18.5,50.5,199.34,0.9,1,42.42364738,61.4938276863235,161917911223.132,55.174,1.216862436,4.673777086,7.129049888,1.705020641,3.212697369,7.623691749,8.525636768,0,8.336911443,0,0,0,0,2,4,3,3,4,3,3,2,2,1,2,3,2,3,3,3,2,4,3,4,2,2,1,3,3,4,3,2,1,3,3,3,3,3,3,1,2,3,2,3,3,2,4,3,3,1,2,3,2,1,1,3,2,2,3,3,2,2,4,3,4,1,3,2,4,3,1,3,2
Africa,Middle East & North Africa,MENA,MAR,Morocco,2010,89.17024056,178.1747674,63.11027644,32.63716472,42.27836293,10.48548507,332.646479,22.44453388,21.12192772,23.57854982,23.50321822,22.63262192,8.556283793,57.04531157,203.973689,24.9712007,0.391091217,1.038982475,129.82525,7081.9677616185,717.458747816816,1519.4627136319,729.115330036324,744.259776665573,3086.99489246217,2243.11935443316,1934.22517265853,84.2840964535156,1209.13027548768,1246.5486066391,527.433245748246,470.223699258249,2264.92880242052,1666.57982045798,714.380137800403,387.056654190427,213.527676307639,64.6419098664333,22.4443664866667,136.208439644286,118.30542686,22.44453388,3,2243.11935443316,2066.62993841864,1263.52919049518,723.28703892657,953.259683911164,5,27.03,19.2,53.43,426.65,2.47,1,47.97011353,69.541979610144,225161798971.022,58.018,1.209296006,5.573140035,7.423948642,2.621371268,3.523196911,8.039349342,9.808469059,0,9.771342268,0,0,0,0,2,4,3,2,4,3,3,2,2,1,2,3,3,3,3,3,2,4,3,4,2,3,1,3,3,4,3,2,1,3,3,3,3,3,3,1,2,3,2,4,3,1,4,3,3,1,3,3,2,1,1,3,3,2,3,3,2,2,4,3,4,2,4,2,4,3,1,3,2
