continent,region,superregion2,iso3,Country,year,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total Milk,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,Maternal and neonatal disorders,Mental disorders,Musculoskeletal disorders,Neglected tropical diseases and malaria,Neoplasms,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Sense organ diseases,Skin and subcutaneous diseases,Substance use disorders,GDD1,GDD2,GDD3,GDD4,GDD5,GDD_cluster_5,GBD1,GBD2,GBD3,GBD4,GBD5,GBD_cluster_5,PM25,MeanT,RH,PR,Heat_index,Climate_cluster_5,PHDI_total,trade,gdp,urb,Score_Whole_grains,Score_Whole_fruits,Score_Nonstarchy_vegetables,Score_Nuts_and_seeds,Score_Legumes,Score_Unsat_oils,Score_Fish,Score_Starchy_veg,Score_Dairy,Score_Red_meat,Score_Eggs,Score_Sat_fat,Score_Sugar,Fruits_Q,Non-starchy vegetables_Q,Potatoes_Q,Other starchy vegetables_Q,Beans and legumes_Q,Nuts and seeds_Q,Refined grains_Q,Whole grains_Q,Total processed meats_Q,Unprocessed red meats_Q,Total seafoods_Q,Eggs_Q,Cheese_Q,Yoghurt (including fermented milk)_Q,Sugar-sweetened beverages_Q,Fruit juices_Q,Coffee_Q,Tea_Q,Total Milk_Q,Cardiovascular diseases_Q,Chronic respiratory diseases_Q,Diabetes and kidney diseases_Q,Digestive diseases_Q,Enteric infections_Q,Maternal and neonatal disorders_Q,Mental disorders_Q,Musculoskeletal disorders_Q,Neglected tropical diseases and malaria_Q,Neoplasms_Q,Neurological disorders_Q,Nutritional deficiencies_Q,Other infectious diseases_Q,Other non-communicable diseases_Q,Respiratory infections and tuberculosis_Q,Sense organ diseases_Q,Skin and subcutaneous diseases_Q,Substance use disorders_Q,GDD1_Q,GDD2_Q,GDD3_Q,GDD4_Q,GDD5_Q,GBD1_Q,GBD2_Q,GBD3_Q,GBD4_Q,GBD5_Q,PM25_Q,MeanT_Q,RH_Q,PR_Q,Heat_index_Q,PHDI_total_Q,trade_Q,gdp_Q,urb_Q,Score_Whole_grains_Q,Score_Whole_fruits_Q,Score_Nonstarchy_vegetables_Q,Score_Nuts_and_seeds_Q,Score_Legumes_Q,Score_Unsat_oils_Q,Score_Fish_Q,Score_Starchy_veg_Q,Score_Dairy_Q,Score_Red_meat_Q,Score_Eggs_Q,Score_Sat_fat_Q,Score_Sugar_Q
Africa,Middle East & North Africa,MENA,MAR,Morocco,2015,87.69183354,172.5665625,73.46630235,37.59859961,30.97190185,9.866982367,477.8904781,24.30847495,24.67614514,26.42464242,37.6863807,25.26516635,6.89645851,53.01995588,199.4407339,23.44006289,0.522997445,1.078575687,130.4761838,7534.36469692681,755.802857637162,1869.60176336938,723.354932237537,420.609952182404,2182.03216909765,2282.6885444887,2047.1619987777,74.3670924912487,1349.70275175186,1282.05954586363,461.843317386994,288.28870227108,2010.84911883297,1250.03100772093,767.522478861965,389.621806626533,212.83924369043,71.139113626,25.45531797,157.7768760498,118.519666755,24.30847495,3,2282.6885444887,2198.94178597873,955.431622854754,739.57889493735,1129.61178499796,5,25.65,18.8,49.55,258.6,0.79,1,44.05221944,67.2886759253849,273699865546.218,60.809,1.309723866,5.480739596,7.190273438,2.466745592,2.580991821,8.158000761,7.346114462,0,9.51962991,0,0,0,0,2,4,3,3,3,3,4,2,3,2,3,3,2,3,3,3,3,4,3,4,2,3,1,3,3,4,3,2,1,3,3,3,3,3,3,1,2,3,2,4,3,2,4,3,3,1,3,3,2,1,1,3,2,2,3,3,2,2,4,3,3,2,3,2,4,3,2,3,2
Africa,Middle East & North Africa,MENA,MAR,Morocco,2018,96.23003144,165.8869594,60.92191173,36.56708238,38.51054229,15.2468446,551.4063595,23.91295457,26.19375686,26.30471845,35.46827544,32.16969725,6.962424227,53.15394871,193.8305781,22.80703225,0.57228803,1.08809127,133.2157274,7930.12025016665,787.143505737169,2118.13941657717,723.745029777221,309.506317926355,1777.74544980635,2299.44916907099,2077.13880210997,72.0226571699063,1446.87595586526,1308.20684589715,429.936440860276,250.01172909307,1905.81477038618,1075.48836412285,798.282083132585,391.968744269929,212.975685421486,71.6245817868333,28.2227241866667,170.435966215143,115.19883024,23.91295457,3,2299.44916907099,2295.59993709885,831.50367562357,755.444267757195,1255.05408042355,5,23.19,17.99,53.01,401.41,1.17,1,46.78415632,77.2548875243989,283691175471.346,62.453,1.288413501,6.014376965,6.911956642,3.81171115,3.209211858,8.15067901,7.731202181,0,9.666605017,0,0,0,0,3,3,3,3,4,4,4,2,3,2,3,4,2,3,3,3,3,4,3,4,2,3,1,3,3,4,3,2,1,3,3,3,3,2,3,1,2,3,2,4,3,2,4,3,3,1,3,3,2,1,1,3,3,2,3,3,2,3,3,4,4,2,3,2,4,2,2,3,2
Europe,Europe & Central Asia,FSU,MDA,Moldova,1990,65.84687045,77.07295478,111.3318259,58.31769826,109.3293645,27.15431437,8.363215362,36.88534423,58.39811855,180.0184526,0.237516932,13.79277724,22.08474893,65.17078878,63.3465685,36.22086312,0.170835373,0.602352262,105.5154441,9968.20624667865,1293.17593310078,600.312156060535,3234.51750137424,241.096785348194,1851.6401398172,1780.91529005721,1820.67073950468,75.0362608843572,4493.70078528691,1288.27269227972,372.434608258303,386.988044782856,2473.61259637895,1916.95644077441,768.954529939356,387.773243804878,734.928972827237,64.3170913910667,84.0697827966667,64.1016885565143,60.83213338,36.88534423,1,1780.91529005721,3179.12232775276,1045.39498232061,2263.84671723751,494.042699932707,4,34.67,11.03,69.83,477.69,0,2,47.98906861,,20531255151.0642,46.762,1.987356909,4.115429403,3.211373116,6.788578593,9.110780375,5.462722535,0.106034345,0,9.638549091,0,6.465857042,0,1.102387204,2,1,4,3,4,4,1,3,4,4,1,3,4,4,2,4,2,3,3,4,3,1,4,2,2,3,3,1,4,3,2,2,3,2,4,1,4,3,4,1,2,3,3,4,2,4,1,3,1,2,1,2,3,,3,2,3,2,1,4,4,1,1,2,4,2,3,3,3
Europe,Europe & Central Asia,FSU,MDA,Moldova,1995,71.45459346,78.6608033,115.8187365,49.67365582,54.62917205,4.966660682,53.82850422,54.44054773,29.24196067,42.00164252,1.604768094,9.036103132,19.62441311,64.59749341,63.86626489,36.76091753,0.173633552,0.603054056,105.6786038,14037.2528080819,1423.80608859143,784.130806914015,4096.02121278454,171.541362878901,1465.63775011663,1806.51779456978,1928.52483555989,72.4580242905467,4418.62978220887,1368.32694680846,339.169794884616,293.864245808072,2129.91876674947,2033.75557311294,797.67709764874,386.897373814573,971.599702517695,64.8009326706,26.7599021073333,60.8627605638286,56.769960355,54.44054773,2,1806.51779456978,3920.33519547093,929.477931120168,2759.91365068799,585.514090364294,4,32.35,9.67,74.28,644.04,0,2,45.09746177,128.016386523173,9290607151.89761,46.294,2.933219166,4.465912091,3.277533471,1.241665171,4.552431004,8.567317933,0.716414328,0,9.495025516,0,8.688560704,0,1.159382385,2,1,4,3,4,3,1,4,3,3,1,2,3,4,2,4,2,3,3,4,4,1,4,2,2,3,3,2,4,3,2,2,2,2,4,1,4,3,3,1,2,4,3,4,2,4,1,3,1,2,1,2,2,4,2,2,4,2,1,3,4,2,1,2,4,3,4,3,3
Europe,Europe & Central Asia,FSU,MDA,Moldova,2000,63.83303433,81.51183632,80.96001585,51.19292882,20.37215404,2.506270114,80.10697967,62.88643587,35.07568914,31.3592418,5.00490371,16.60626268,23.9003438,70.68041442,67.3380982,38.33768006,0.177179937,0.603091195,103.6954512,12689.185800183,1182.4316483285,790.063323560857,3502.40374836849,90.6559370108663,972.540975590591,1850.09344201131,2062.68052025559,70.1654087918003,3733.46118620372,1370.42841455363,322.904492735323,212.084295366942,2003.22397658874,1831.79322952269,857.780051151231,375.870707114108,763.156372111807,60.8075854202667,27.6803978733333,59.1771298585714,59.26551351,62.88643587,2,1850.09344201131,3579.4487240765,786.195473658136,2342.4176983485,582.967015337483,4,28.76,11.01,70.66,546.2,0,2,39.27893434,126.163100130478,8904650398.77968,44.589,3.388277795,3.989564646,3.396326513,0.626567529,1.697679503,9.890130936,2.234332013,0,9.913810471,0,3.535143042,0,0.607101891,1,1,4,3,2,2,1,4,3,2,1,3,4,4,1,4,1,3,3,4,3,1,4,1,2,3,3,2,3,3,2,2,2,2,4,1,4,3,3,1,2,4,3,4,2,4,1,3,1,2,1,2,1,4,2,2,4,1,1,2,2,4,1,2,4,3,2,3,3
Europe,Europe & Central Asia,FSU,MDA,Moldova,2005,51.25088501,83.29366178,137.1210151,49.19893458,32.01085005,5.306967443,161.390199,56.12023645,53.34889679,53.66578379,28.74507946,28.39203604,34.44838014,81.6438553,96.16234185,40.98937488,0.725772208,0.702939148,114.9628665,14103.5635125228,1144.55546925545,877.893711154859,4368.05761855459,55.5435416043163,712.370700954391,1873.28538454213,2208.50470954909,65.9090721387293,4174.36600951821,1433.59337028054,305.678891825867,192.318568918634,1905.61228384857,1999.09463474123,946.257456089538,377.312390844486,988.116726200719,100.4669195024,45.1355722066667,78.5059724899143,72.680638215,56.12023645,1,1873.28538454213,3975.73363069348,748.075384861677,2756.30654390502,627.603050999673,4,22.7,10.2,70.67,657.98,0,2,38.13789736,143.023568469138,14057611967.2539,42.775,3.023719636,3.203180313,3.470569241,1.326741861,2.667570838,7.100446865,8.898423705,0,8.447244903,0,0,0,0,1,1,4,3,3,3,2,4,4,3,2,4,4,4,2,4,4,3,3,4,3,1,4,1,1,3,3,2,3,3,2,2,2,3,4,1,4,4,4,1,2,4,3,4,2,4,1,2,1,2,2,2,1,4,2,2,4,1,1,3,3,1,4,2,4,3,1,3,2
Europe,Europe & Central Asia,FSU,MDA,Moldova,2010,50.34609498,83.01560051,88.55184773,43.06888098,198.9250088,6.749146865,166.2288895,56.23689409,56.18689095,59.31616721,33.38156761,30.32856459,37.29148942,84.2825593,52.77544878,40.61901327,1.412337133,0.703088038,116.5502551,13953.9645120614,956.705531257049,922.931866529319,4302.23513076763,45.7064167815681,835.83951650097,1875.397183347,2339.51894571747,59.3509022104745,4810.42144834997,1506.96915927461,278.771939397429,178.137499424924,1867.62069820297,1753.61519606987,1007.1700812971,379.037126390089,1100.082645146,124.0177853174,48.6105409166667,103.747170971914,47.92216488,56.23689409,1,1875.397183347,4119.68779864109,717.006024084029,2629.47033101234,650.984496459704,4,20.41,10.53,74.6,744.21,0,2,45.61114418,87.9378518951573,18098844324.1062,42.62,3.03000507,3.146630936,3.458983355,1.687286716,10,4.9528057,8.093477845,0,8.093784809,0,0,0,3.148169752,1,1,4,3,4,3,1,3,4,3,3,4,4,4,1,4,4,3,3,4,3,1,4,1,2,3,3,2,4,3,2,2,2,3,4,1,4,4,4,3,1,3,3,4,2,4,1,2,1,3,2,2,2,3,2,2,3,1,1,3,4,1,3,2,4,3,1,3,4
Europe,Europe & Central Asia,FSU,MDA,Moldova,2015,72.53788009,90.44294147,84.67337435,45.14745802,109.1079134,2.182248678,141.4385554,59.12113597,66.23002571,83.79776081,22.97113696,26.11038624,36.41480329,77.82342109,47.73416395,33.65042863,1.615958435,0.678967873,108.961375,13041.3119690271,691.686846439584,1143.89908628309,3888.16274610059,36.5050349762762,676.154044750857,1892.50861568956,2503.57368524964,53.4782372800094,5037.19090324489,1610.36949164695,256.981639348409,154.854093344954,1784.12234273298,1473.29650641573,1078.99386543982,390.79378732982,969.341524137252,128.776852136333,58.7127242533333,88.5470435020572,46.440810985,59.12113597,1,1892.50861568956,4040.13023979094,633.627414121317,2289.92479627009,767.346436806455,4,18.15,11.82,66.86,476.69,0,2,48.14268292,88.9664154565323,26084243383.8688,42.49,3.185406033,4.533617506,3.768455895,0.54556217,9.092326117,4.498352191,9.900844278,0,8.840020031,0,0,0,3.778098702,2,1,3,3,4,1,1,4,4,4,2,3,4,4,1,4,4,3,3,4,2,1,4,1,2,3,3,2,4,3,2,2,2,3,4,1,4,4,4,2,1,4,3,4,2,4,1,2,1,2,1,2,3,3,2,2,4,2,1,1,4,1,4,2,4,3,2,3,4
Europe,Europe & Central Asia,FSU,MDA,Moldova,2018,98.3100922,90.34267663,69.90055411,46.26298169,112.7354327,16.52689407,124.9279183,61.47747595,67.87552843,92.91379721,29.54229136,28.74692166,36.60549024,77.34664799,25.16141511,30.9247123,1.786705257,0.697650091,101.9930981,11817.2909840137,617.944903460108,1305.62993391633,3421.52154131025,33.3624912876323,563.479150316242,1901.25495960163,2608.02262215199,50.727419089841,4827.06396112288,1691.83195790207,247.8531491672,140.042431386412,1802.97804795037,1176.75140859607,1124.2997895266,397.141239880192,830.825450928084,132.2439108846,63.1787491,94.0740499341143,35.7121984,61.47747595,1,1901.25495960163,3816.55579427422,573.599156827681,2019.73322238518,851.385586898261,4,17.08,10.99,71.41,507.56,0,2,57.10802754,87.4467874275648,32129614587.5903,42.629,3.312364006,6.144380763,3.764278193,4.131723518,9.394619392,4.465734219,8.760018861,0,9.202738184,0,0,0,7.932170407,3,1,3,4,4,4,1,4,4,4,2,3,4,4,1,4,4,3,3,4,1,2,4,1,2,3,3,2,4,3,2,2,2,3,4,1,4,4,4,2,1,4,3,4,2,4,1,2,1,2,1,2,4,3,2,2,4,3,1,4,4,1,4,2,4,3,2,3,4
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,1990,86.09512566,160.2392676,102.5753857,43.37504156,5.413351436,2.293955634,335.6836864,22.48469854,8.055615978,26.96915148,45.97743756,4.490106086,1.207906838,4.312029565,151.1481053,5.817888568,0.340036873,0.497753578,34.06755656,5355.85519795586,2247.7420214914,881.869949999721,1496.50743169867,13753.198159316,8783.70499239068,1558.22955623169,968.614520543835,4680.47355270262,1879.28842555402,891.90554499927,8523.2416551633,9163.57168082506,4225.10123477298,15827.0923603116,614.827158342974,577.403859911671,184.305429197401,39.7837674912333,13.1716245146667,109.786211271486,97.26157343,22.48469854,2,1558.22955623169,1649.13271276556,9279.48337649746,1872.12472659504,729.636904955696,1,10.71,22.36,70.8,1175.91,0,1,41.4611909,32.3809923743425,14054716200.888,23.566,1.211460051,5.380945354,6.67663615,0.573488909,0.45111262,9.149885079,5.906694868,0,1.979374648,0,4.317409698,0,5.814183524,3,4,4,3,1,2,4,2,2,2,4,1,2,1,3,1,3,2,1,3,4,2,3,4,3,2,1,4,2,1,4,4,3,4,3,3,2,2,1,3,3,2,2,2,4,4,2,1,2,2,3,2,2,1,2,1,2,3,4,2,1,3,3,2,1,2,3,3,3
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,1995,87.41999777,161.3968517,83.59810967,45.34827053,17.64738678,0.642809019,276.4512437,27.43317784,7.048801387,27.22630853,33.6878369,4.623348403,1.246235975,4.527358279,190.888044,6.399398947,0.258923028,0.499187954,34.61761981,4934.75741493626,2092.14007364052,806.791552927281,1405.14515954113,12073.552734349,8580.41715267432,1546.37641129451,950.686123712494,4518.20484427379,1695.31726538435,874.923600165753,7047.96079802649,8368.08226161928,3947.53448932172,14080.1173790773,559.428876649896,565.408672942006,182.449109815491,33.2448977585667,12.9661527733333,101.489924570886,118.118157265,27.43317784,2,1546.37641129451,1532.92706511071,8373.69566562027,1748.64261659082,686.100112934644,1,10.46,22.44,71.95,1423.97,0,1,41.61255536,45.3744915678324,15606083598.0557,25.796,1.478080703,5.463749861,6.724868821,0.160702255,1.470615565,9.046355911,8.040306094,0,2.019560703,0,4.445527311,0,2.762788139,3,4,4,3,2,1,3,2,1,2,3,1,2,1,3,1,3,2,1,2,4,1,3,4,4,2,1,4,2,1,4,4,4,4,2,3,2,2,1,3,3,2,2,2,4,4,1,1,2,2,3,2,2,1,2,1,2,3,4,1,2,3,3,2,1,3,3,3,3
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,2000,88.472294,162.3919578,57.83734246,44.01346872,14.14236675,3.744196345,299.1499677,22.90299554,6.786312904,26.48933733,42.04528091,4.950055402,1.267849618,4.668949557,162.5854915,6.728917925,0.420353742,0.500263014,34.92844335,4596.92494987961,1858.90705964382,765.052399531988,1338.27131029504,10272.5531468482,8519.115362748,1541.73530168985,938.921472288518,4050.12627031602,1569.93350445306,840.863517459523,5348.46336930983,7291.55548735223,3612.16024143475,11849.2956657865,579.048724299124,554.637862417426,179.836747429147,36.2636468792667,12.7419018786667,106.202319377171,103.29948011,22.90299554,2,1541.73530168985,1450.92148596816,7277.60993482793,1598.58918496943,659.845130974707,1,11.92,22.37,72.39,1470.14,0.02,1,43.9025245,42.7771226639725,20410681393.9662,27.121,1.233997605,5.529518375,6.766331575,0.936049086,1.178530563,9.095158347,6.589360953,0,2.043262126,0,4.759668656,0,5.770647218,3,4,3,3,2,3,3,2,1,2,4,1,2,1,3,1,3,1,1,2,4,1,3,4,4,2,1,4,1,1,4,4,4,4,2,3,2,2,1,3,3,2,2,2,4,4,1,1,2,2,3,3,2,1,2,1,2,3,4,3,2,3,3,2,1,3,3,3,4
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,2005,91.27472917,164.8609828,29.40378165,46.75998083,16.01760517,3.130895964,330.2283771,49.30708049,6.710641579,27.34724756,39.33929006,4.479876984,1.328125631,5.04472707,106.9294651,7.320021124,0.362657341,0.502377168,35.61150712,4289.53273200646,1685.71244822304,754.809849912198,1260.333152347,9252.24308775141,8262.4411394512,1543.92121760446,934.871271189458,5492.57616177459,1473.16555202406,815.994813162237,4181.79824512281,3873.30922340657,3452.25550390237,10059.3213105196,561.662935375764,550.133870008747,177.768559895421,29.2441901956333,12.845922041,111.269444098057,76.844722965,49.30708049,2,1543.92121760446,1375.4993106089,6367.70638170408,1473.02280028502,652.471859960473,1,12.63,22.61,71.56,1248.55,0.2,1,49.99361751,59.1300849357677,25722276417.8023,28.814,2.656631492,5.704670573,6.869207617,0.782723991,1.334800431,9.183591413,7.059151031,0.95905938,2.099217991,0,4.307574023,0,9.036989567,3,4,2,3,2,2,4,3,1,2,3,1,2,1,2,1,3,1,1,2,4,1,2,4,4,2,1,4,1,1,4,4,4,4,2,3,2,1,1,3,2,3,2,1,4,4,1,1,2,2,3,3,3,2,2,1,3,3,4,2,2,3,3,3,1,3,3,3,4
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,2010,95.43347562,168.5631202,26.50800439,40.52351453,11.66843129,0.981680549,350.0704813,47.27711605,6.122413569,29.41738328,32.3278006,4.477190357,1.41121957,5.584647929,171.7134979,7.921239996,0.2887591,0.505456383,37.52517928,4147.90562611951,1546.18412541854,756.910810168567,1258.84329036919,8410.55560231246,7679.29176468585,1554.81426809169,945.219416590955,2597.45432167883,1457.27322545175,819.786494539233,3521.30937287967,4200.32436722713,3319.06654803721,8507.56749654054,543.517837331095,550.700537521467,177.525287047296,25.9985365075,13.3389957353333,113.414393220486,106.118506215,47.27711605,2,1554.81426809169,1348.53798117997,5462.22421048024,1402.51370789387,653.805673845017,1,14.52,23.04,71.16,1389.55,0.22,1,46.11132213,57.8748945101807,32473669404.6241,31.938,2.547258408,5.964592226,7.023463342,0.245420137,0.972369274,4.9521621,8.276423507,3.24212027,2.226052339,0,4.304990728,0,6.3564698,3,3,2,3,1,1,4,3,1,2,3,1,2,1,3,1,2,1,1,2,4,1,3,4,4,2,1,4,1,1,4,4,4,4,2,3,1,1,1,3,3,3,2,1,4,4,1,1,2,2,3,3,3,2,2,1,3,3,3,1,1,1,3,3,1,3,3,3,4
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,2015,89.86452532,165.5550922,23.22005763,36.81006337,5.655550644,0.525122025,322.0908615,39.78595716,6.300306405,27.00944888,30.38386368,3.705768641,1.277598268,4.806982758,132.64008,6.99498134,0.296726175,0.50358172,33.21034651,4165.57173179345,1438.2530345724,792.492788081644,1243.50645654556,6403.2591473841,6663.4952677212,1593.94607710394,965.718697526629,2440.192824741,1488.35364116977,822.979982384724,2833.55434390162,3278.20604729589,3030.07212492781,7155.60028725391,560.451323459587,551.5331241392,179.854957126565,24.7794183326667,12.3385079753333,106.918659752143,84.725071685,39.78595716,2,1593.94607710394,1363.82172224345,4543.48286331793,1340.87974555898,672.012956110422,3,16.08,22.84,72.28,1789.36,0.08,5,47.32058706,61.2203788365078,38053900319.1193,35.193,2.143639933,5.616532833,6.898128842,0.131280506,0.471295887,4.938668685,8.613912556,4.99246975,1.964746377,0,3.563239078,0,7.986672613,2,3,1,3,1,1,3,3,1,2,2,1,2,1,2,1,2,1,1,2,4,1,3,4,4,2,1,4,1,1,4,4,4,4,2,3,1,1,1,3,2,3,2,1,4,4,1,1,2,2,4,3,3,2,2,1,3,2,3,1,1,1,4,4,1,3,3,3,4
Africa,Sub-Saharan Africa,SSA,MDG,Madagascar,2018,89.63510645,166.4287108,23.54543723,34.87738079,8.100179638,0.848181998,332.6831568,23.54127646,6.710734417,27.11728159,40.13377049,3.567087963,1.285511174,4.825025084,135.3255574,7.35449718,0.377737688,0.504319129,32.96138205,4217.75309549501,1374.46865086416,822.726488195607,1231.39163519061,5177.20561364967,5852.89702534377,1624.92759459763,991.984289903394,1967.99568430694,1520.8024642781,827.866187970304,2280.66123917621,3114.92200958596,2753.39890345658,6220.30431262666,572.431198734051,548.892120417796,184.824985222854,28.4587113127333,12.4650346566667,110.340207113314,85.101469095,23.54127646,2,1624.92759459763,1385.94370360062,3909.62639830654,1302.93014302739,685.809304306702,3,12.72,22.8,70.81,1440.1,0.15,1,45.26699527,67.8415046683582,42523532549.9391,37.191,1.26838774,5.602194153,6.934529617,0.2120455,0.67501497,4.947170833,6.921220401,5.394295495,1.953595915,0,3.429892272,0,7.928648371,2,3,1,3,1,1,3,2,1,2,3,1,2,1,2,1,2,1,1,2,4,1,3,4,4,2,1,4,1,1,4,4,4,4,2,3,2,1,1,3,2,2,2,1,4,4,1,1,2,2,3,3,3,2,2,1,2,2,3,1,1,1,3,4,1,3,3,3,4
Asia,South Asia,SAARC,MDV,Maldives,1990,20.54631692,32.93422414,9.555481303,43.96482571,36.7672604,4.697828109,390.0526531,194.9999981,1.058916906,6.08494826,31.67644784,5.841189925,0.959239405,13.43278532,386.2284549,6.342935571,0.138844398,0.573873827,44.28794591,4615.94460611971,1438.03287789216,1205.61505655509,773.420617783798,6425.1300924426,9187.22062000714,1346.60635290448,860.021895519118,337.526681248861,1245.63096946865,895.716812169113,2686.15361474966,1177.27541562941,3921.70724838,4816.43931839926,531.863275606714,589.490661343226,109.793221891944,18.6036788159,4.328351697,95.6834667932286,215.096640305,194.9999981,5,1346.60635290448,1376.49513012921,4078.77899869385,1105.72674783798,897.552858949158,3,22.09,27.16,80.52,1584.31,0,5,55.2598514,,1017631081.5684,25.84,9.493534585,1.284144808,1.372259339,1.174457027,3.063938367,8.933110094,8.389505583,6.619923247,2.933998532,6.378451041,5.616528774,0,0,1,1,2,3,4,3,4,4,1,1,3,1,1,2,4,1,1,3,1,2,4,3,1,3,3,1,1,3,1,1,4,3,3,3,2,3,1,1,1,3,4,4,1,1,3,2,3,2,4,4,3,2,4,,1,1,4,1,1,3,4,3,4,4,2,4,3,3,2
Asia,South Asia,SAARC,MDV,Maldives,1995,67.17638424,68.04300076,21.04095951,29.91648348,23.47190236,6.687574993,424.8476758,43.13392909,3.048398898,10.08975428,51.46643705,7.690192976,0.939591002,12.73198736,396.874145,4.685034769,0.23759661,0.562556797,65.39814905,4076.20869833812,1228.9793420648,1107.07461161256,643.576634119591,2680.97603870065,5737.32554422628,1379.16340524224,896.458096692515,246.320234519198,1166.42121443131,894.635226664552,1684.14505283426,1298.57113312451,2933.06137670934,2718.70763137509,541.763337237304,588.610515439387,113.195011697111,28.0310828731667,6.94278205133333,113.111875520371,213.39531424,43.13392909,4,1379.16340524224,1281.44693084349,2471.30100164133,936.277988092196,847.842563525973,3,21.23,27.12,80.62,1699.24,0,5,51.12001442,,1597250635.03854,25.638,2.324026352,4.198524015,2.835125032,1.671893748,1.955991863,6.302661802,4.953743568,7.260639253,3.953486371,8.269506091,7.394416323,0,0,2,1,2,2,3,4,4,3,1,1,4,2,1,2,4,1,2,2,2,2,3,3,1,3,3,1,1,3,1,1,3,3,3,3,2,3,1,2,1,3,4,3,1,1,3,1,3,2,4,4,4,2,3,,1,1,3,2,1,4,3,1,2,4,2,4,4,3,2
Asia,South Asia,SAARC,MDV,Maldives,2000,63.84044283,93.75847022,26.28093481,31.00074417,24.76608821,5.683648543,484.9891527,54.94009474,4.315677409,11.63395168,64.7954381,8.053966504,0.965001051,12.69437232,186.5449366,4.63462829,0.526733384,0.580622206,84.80055551,3659.29792086335,1082.36621215851,1067.73303578678,558.502214149337,1212.79944488944,3462.79767745567,1444.12926735648,1002.96700521569,451.814465349888,1126.23309685936,956.029060875087,1064.4231035824,393.799562369765,2320.292348532,1650.40124403928,584.132453119357,592.862156386983,124.195089100375,44.9846598053667,8.001198531,127.534749309114,108.772840385,54.94009474,2,1444.12926735648,1242.1424376722,1508.04683517406,820.434213153924,830.297596086881,3,16.81,27.06,79.48,1637.67,0,5,47.69262605,,2404575740.01719,27.706,2.960134415,3.990027677,3.906602926,1.420912136,2.063840684,6.605392329,2.639680885,5.679580255,4.922996444,5.759259742,7.744198562,0,0,1,1,2,2,3,3,4,4,1,1,4,1,1,2,3,1,3,3,2,2,3,2,1,3,3,1,1,3,1,1,3,2,3,2,2,3,1,2,1,4,3,4,1,1,3,1,2,1,4,3,4,2,3,,1,1,4,1,1,3,3,1,1,4,3,4,4,3,2
Asia,South Asia,SAARC,MDV,Maldives,2005,87.86466499,106.1473067,37.51136975,32.19494683,30.65677388,8.721958729,412.1123105,48.25011268,3.970773524,9.764445364,61.82725777,13.6948703,0.987066731,12.65354897,268.596203,4.277984072,0.933966285,0.558925889,104.4426056,3113.06101880782,899.728468643547,1000.72314271241,472.741756038841,673.855577026345,2551.37168239652,1512.61327715552,1125.63317224418,182.810316681233,1019.67143640002,1013.85463195785,779.231573646232,382.896427505907,1960.87884734825,1049.82617254016,630.09571172441,590.033076044513,138.232495795436,68.1757966601667,9.14336306266667,122.350242822029,150.395574915,48.25011268,2,1512.61327715552,1173.42474448829,1082.98151387781,686.235112341194,795.378109378461,3,16.01,27.31,79.47,1574.99,0,5,50.48203694,,2973722871.62967,33.75,2.599682795,5.491541562,4.422804446,2.180489682,2.554731157,7.295960261,3.15498997,2.573420855,5.904161065,7.736411707,6.567843438,0,0,2,1,3,2,3,4,4,3,1,1,4,2,1,2,4,1,4,2,3,1,3,1,1,3,3,1,2,3,1,2,3,3,2,2,2,3,1,3,1,4,4,3,1,1,2,1,2,1,4,3,3,2,4,,1,1,3,2,1,4,3,1,1,3,3,4,4,3,2
